Total Exports|Annual Data,,,,,,,,,
Data Row Count,17773,,,,,,,,
Data Type,HTS Number,Description,Country,2020,2021,2022,2023,2024,2025
FAS Value,32,"TANNING OR DYEING EXTRACTS; TANNINS AND DERIVATIVES; DYES, PIGMENTS AND OTHER COLORING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS",Spain,33592462.00,40714121.00,45757515.00,48505760.00,40379470.00,0.00
FAS Value,32,"TANNING OR DYEING EXTRACTS; TANNINS AND DERIVATIVES; DYES, PIGMENTS AND OTHER COLORING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS",Sri Lanka,2933276.00,3782918.00,4740508.00,4404761.00,4181374.00,0.00
FAS Value,32,"TANNING OR DYEING EXTRACTS; TANNINS AND DERIVATIVES; DYES, PIGMENTS AND OTHER COLORING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS",Sudan,0.00,18097.00,0.00,0.00,0.00,0.00
FAS Value,32,"TANNING OR DYEING EXTRACTS; TANNINS AND DERIVATIVES; DYES, PIGMENTS AND OTHER COLORING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS",Suriname,939036.00,734257.00,970551.00,1376557.00,1512267.00,0.00
FAS Value,32,"TANNING OR DYEING EXTRACTS; TANNINS AND DERIVATIVES; DYES, PIGMENTS AND OTHER COLORING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS",Sweden,4178069.00,4140613.00,6223560.00,5902974.00,5781115.00,0.00
FAS Value,32,"TANNING OR DYEING EXTRACTS; TANNINS AND DERIVATIVES; DYES, PIGMENTS AND OTHER COLORING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS",Switzerland,136697873.00,108922623.00,131351942.00,130893811.00,91071978.00,0.00
FAS Value,32,"TANNING OR DYEING EXTRACTS; TANNINS AND DERIVATIVES; DYES, PIGMENTS AND OTHER COLORING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS",São Tomé and Príncipe,3000.00,7379.00,23562.00,0.00,0.00,0.00
FAS Value,32,"TANNING OR DYEING EXTRACTS; TANNINS AND DERIVATIVES; DYES, PIGMENTS AND OTHER COLORING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS",Taiwan,88056413.00,112559753.00,106856155.00,80571352.00,96023893.00,0.00
FAS Value,32,"TANNING OR DYEING EXTRACTS; TANNINS AND DERIVATIVES; DYES, PIGMENTS AND OTHER COLORING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS",Tajikistan,36584.00,73967.00,109270.00,132284.00,153651.00,0.00
FAS Value,32,"TANNING OR DYEING EXTRACTS; TANNINS AND DERIVATIVES; DYES, PIGMENTS AND OTHER COLORING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS",Tanzania,85238.00,135306.00,116694.00,118079.00,110865.00,0.00
FAS Value,32,"TANNING OR DYEING EXTRACTS; TANNINS AND DERIVATIVES; DYES, PIGMENTS AND OTHER COLORING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS",Thailand,86460681.00,84857123.00,89300166.00,89588011.00,89494847.00,0.00
FAS Value,32,"TANNING OR DYEING EXTRACTS; TANNINS AND DERIVATIVES; DYES, PIGMENTS AND OTHER COLORING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS",Timor-Leste,0.00,0.00,5900.00,0.00,0.00,0.00
FAS Value,32,"TANNING OR DYEING EXTRACTS; TANNINS AND DERIVATIVES; DYES, PIGMENTS AND OTHER COLORING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS",Togo,19134.00,4015.00,2655.00,129568.00,12000.00,0.00
FAS Value,32,"TANNING OR DYEING EXTRACTS; TANNINS AND DERIVATIVES; DYES, PIGMENTS AND OTHER COLORING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS",Trinidad and Tobago,20405284.00,19504846.00,26714556.00,23623568.00,27587672.00,0.00
FAS Value,32,"TANNING OR DYEING EXTRACTS; TANNINS AND DERIVATIVES; DYES, PIGMENTS AND OTHER COLORING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS",Tunisia,118867.00,151852.00,243496.00,193391.00,150439.00,0.00
FAS Value,32,"TANNING OR DYEING EXTRACTS; TANNINS AND DERIVATIVES; DYES, PIGMENTS AND OTHER COLORING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS",Turkey,11363074.00,14402638.00,18962610.00,24754035.00,22107343.00,0.00
FAS Value,32,"TANNING OR DYEING EXTRACTS; TANNINS AND DERIVATIVES; DYES, PIGMENTS AND OTHER COLORING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS",Turkmenistan,0.00,4495.00,0.00,0.00,0.00,0.00
FAS Value,32,"TANNING OR DYEING EXTRACTS; TANNINS AND DERIVATIVES; DYES, PIGMENTS AND OTHER COLORING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS",Turks and Caicos Islands,1939489.00,2021127.00,2587703.00,4007789.00,3730935.00,0.00
FAS Value,32,"TANNING OR DYEING EXTRACTS; TANNINS AND DERIVATIVES; DYES, PIGMENTS AND OTHER COLORING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS",Uganda,1086151.00,421606.00,287194.00,124801.00,75671.00,0.00
FAS Value,32,"TANNING OR DYEING EXTRACTS; TANNINS AND DERIVATIVES; DYES, PIGMENTS AND OTHER COLORING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS",Ukraine,1236637.00,1356870.00,900973.00,823815.00,1021628.00,0.00
FAS Value,32,"TANNING OR DYEING EXTRACTS; TANNINS AND DERIVATIVES; DYES, PIGMENTS AND OTHER COLORING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS",United Arab Emirates,29682482.00,30785720.00,31774130.00,34460583.00,42040732.00,0.00
FAS Value,32,"TANNING OR DYEING EXTRACTS; TANNINS AND DERIVATIVES; DYES, PIGMENTS AND OTHER COLORING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS",United Kingdom,109505877.00,120546673.00,124871725.00,115109257.00,125672361.00,0.00
FAS Value,32,"TANNING OR DYEING EXTRACTS; TANNINS AND DERIVATIVES; DYES, PIGMENTS AND OTHER COLORING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS",Uruguay,10288972.00,12153186.00,16436488.00,12811481.00,11147614.00,0.00
FAS Value,32,"TANNING OR DYEING EXTRACTS; TANNINS AND DERIVATIVES; DYES, PIGMENTS AND OTHER COLORING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS",Uzbekistan,75562.00,71003.00,157499.00,202519.00,403246.00,0.00
FAS Value,32,"TANNING OR DYEING EXTRACTS; TANNINS AND DERIVATIVES; DYES, PIGMENTS AND OTHER COLORING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS",Vatican City,0.00,172426.00,0.00,0.00,0.00,0.00
FAS Value,32,"TANNING OR DYEING EXTRACTS; TANNINS AND DERIVATIVES; DYES, PIGMENTS AND OTHER COLORING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS",Venezuela,2271999.00,3364275.00,6043290.00,3207433.00,5620894.00,0.00
FAS Value,32,"TANNING OR DYEING EXTRACTS; TANNINS AND DERIVATIVES; DYES, PIGMENTS AND OTHER COLORING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS",Vietnam,37979249.00,50717704.00,43210969.00,33547238.00,54098266.00,0.00
FAS Value,32,"TANNING OR DYEING EXTRACTS; TANNINS AND DERIVATIVES; DYES, PIGMENTS AND OTHER COLORING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS",Yemen,143964.00,144227.00,3422.00,172545.00,23580.00,0.00
FAS Value,32,"TANNING OR DYEING EXTRACTS; TANNINS AND DERIVATIVES; DYES, PIGMENTS AND OTHER COLORING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS",Zambia,12000.00,32799.00,30695.00,0.00,14017.00,0.00
FAS Value,32,"TANNING OR DYEING EXTRACTS; TANNINS AND DERIVATIVES; DYES, PIGMENTS AND OTHER COLORING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS",Zimbabwe,101328.00,0.00,9500.00,17868.00,0.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Afghanistan,75496.00,100380.00,384788.00,385546.00,300194.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Albania,229639.00,258502.00,468808.00,466852.00,479270.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Algeria,42748.00,40791.00,339094.00,218688.00,118383.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Andorra,0.00,216015.00,2766.00,7200.00,6000.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Angola,622880.00,714020.00,534911.00,411146.00,18805.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Anguilla,362742.00,649100.00,1401852.00,718516.00,914443.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Antigua and Barbuda,2160848.00,2375661.00,3053926.00,4080177.00,3585074.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Argentina,56449522.00,64843542.00,118947160.00,166303781.00,125231865.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Armenia,124067.00,624757.00,1084563.00,1323168.00,2486602.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Aruba,6054899.00,9256088.00,10161051.00,12498303.00,13069547.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Australia,546327695.00,582178840.00,682284959.00,759812091.00,749606573.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Austria,8533725.00,6175614.00,6927237.00,5972136.00,6004639.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Azerbaijan,504370.00,695638.00,714474.00,935993.00,1018204.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Bahamas,13791918.00,15280093.00,24902238.00,30217656.00,27369551.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Bahrain,1927544.00,2188278.00,2909593.00,2546793.00,2022538.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Bangladesh,2682047.00,3814322.00,3798466.00,3097870.00,10378933.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Barbados,11066673.00,13672491.00,12251778.00,12645896.00,13694519.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Belarus,322506.00,293427.00,474283.00,29706.00,59135.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Belgium,182030363.00,198905261.00,241159655.00,219073876.00,160270417.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Belize,6415643.00,8597471.00,6732997.00,7027620.00,4982382.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Benin,226639.00,100690.00,109292.00,0.00,0.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Bermuda,3530473.00,4524262.00,4434172.00,5289849.00,5331257.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Bolivia,2453782.00,2995036.00,3048841.00,4023178.00,2566627.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Bosnia and Herzegovina,478420.00,872913.00,479959.00,935388.00,1235598.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Botswana,25229.00,52380.00,44565.00,61331.00,9759.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Brazil,143010910.00,165271565.00,217316471.00,221114626.00,277434872.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",British Indian Ocean Territory,4573.00,28152.00,35524.00,0.00,3986.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",British Virgin Islands,1477214.00,1754654.00,2506079.00,2398327.00,2484985.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Brunei,116960.00,106229.00,196261.00,237003.00,42943.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Bulgaria,4545686.00,6120074.00,4602344.00,10946850.00,13708417.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Burkina Faso,111750.00,106750.00,239615.00,69000.00,0.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Burundi,4734.00,74377.00,0.00,20000.00,0.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Cabo Verde,136470.00,130000.00,172299.00,263416.00,58325.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Cambodia,1788627.00,1737237.00,1599491.00,2143866.00,2167897.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Cameroon,427597.00,279297.00,424644.00,703971.00,359886.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Canada,2874274457.00,3177407722.00,3532922752.00,3762414120.00,3968817588.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Cayman Islands,8646424.00,12463641.00,10075820.00,13361985.00,12754004.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Central African Republic,85780.00,0.00,0.00,0.00,8257.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Chad,15846.00,12099.00,9999.00,73418.00,0.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Chile,142232708.00,211365227.00,181539116.00,178337267.00,194739635.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",China,934831467.00,975200585.00,982735780.00,898323569.00,913051610.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Christmas Island,0.00,5585.00,0.00,30649.00,0.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Colombia,81987512.00,84914572.00,103822312.00,93035295.00,115284594.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Comoros,0.00,0.00,0.00,13584.00,0.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Cook Islands,0.00,16207.00,0.00,2985.00,3633.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Costa Rica,36122660.00,34886234.00,34904334.00,48990774.00,45046452.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Croatia,2978153.00,3578135.00,5244416.00,6154895.00,9124143.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Cuba,31105.00,0.00,3867612.00,1012898.00,840568.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Curaçao,9671132.00,7917586.00,8945049.00,9374120.00,9809215.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Cyprus,2582254.00,1337589.00,2130266.00,2951124.00,3346238.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Czechia (Czech Republic),71146203.00,80614129.00,65073881.00,67285066.00,87434673.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Côte d`Ivoire,726139.00,479560.00,230672.00,335845.00,215326.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Democratic Republic of the Congo,47106.00,12689.00,5020.00,3900.00,198370.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Denmark,26227011.00,25825320.00,26754470.00,27817971.00,22585180.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Djibouti,62655.00,72996.00,0.00,81220.00,87191.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Dominica,1216554.00,1152171.00,1255982.00,1592309.00,1497020.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Dominican Republic,48838664.00,76125208.00,90588737.00,90825841.00,93346514.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Ecuador,17526392.00,21565425.00,24825863.00,26808366.00,23839074.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Egypt,10380602.00,13286766.00,10798468.00,8697846.00,11020610.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",El Salvador,16171113.00,18134964.00,19418974.00,22495182.00,22046565.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Equatorial Guinea,223338.00,21613.00,4000.00,0.00,9000.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Eritrea,0.00,19200.00,0.00,0.00,0.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Estonia,2284411.00,4133196.00,7477261.00,7088171.00,5406909.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Eswatini (Swaziland),2305204.00,2685330.00,3076721.00,1873755.00,6035066.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Ethiopia,504262.00,644020.00,141311.00,15671.00,407089.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Falkland Islands,0.00,0.00,11942.00,0.00,0.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Faroe Islands,0.00,37767.00,0.00,0.00,28914.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Fiji,1312421.00,1418694.00,2609878.00,2142744.00,2921205.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Finland,8568720.00,7676467.00,6883269.00,7368452.00,9080601.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",France,392847095.00,378227897.00,381632533.00,493773349.00,526656180.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",French Guiana,1712845.00,2588189.00,948468.00,1617423.00,1083741.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",French Polynesia,258587.00,442258.00,558582.00,761123.00,918295.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Gabon,109367.00,97696.00,200000.00,54782.00,23908.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Gambia,143347.00,334758.00,179780.00,168388.00,118014.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Gaza Strip,0.00,12334.00,4926.00,0.00,0.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Georgia,1418660.00,1532961.00,7741537.00,6505804.00,10343991.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Germany,319934328.00,334700718.00,388782125.00,387694885.00,411106005.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Ghana,8416990.00,11004923.00,7888838.00,7573743.00,6402997.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Gibraltar,93786.00,25591.00,50290.00,14229.00,27632.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Greece,6861497.00,10477794.00,8684588.00,12179335.00,9928736.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Greenland,0.00,0.00,0.00,7507.00,2521.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Grenada,2035125.00,1825361.00,2635063.00,3192538.00,3617004.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Guadeloupe,4160435.00,5029615.00,5210200.00,6526113.00,4689318.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Guatemala,30506241.00,42791660.00,41319020.00,39888943.00,48955479.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Guinea,244706.00,399706.00,443817.00,255684.00,233097.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Guyana,5383952.00,7553247.00,8224046.00,11502815.00,12281026.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Haiti,9667392.00,10029339.00,10318595.00,9957088.00,9552180.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Honduras,18271014.00,20727858.00,21248583.00,25368225.00,25889148.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Hong Kong,483245730.00,419170438.00,317812971.00,282644358.00,295390123.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Hungary,17264837.00,19285939.00,20842241.00,22073611.00,15971674.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Iceland,2043232.00,1905769.00,2837397.00,3095900.00,3232768.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",India,61982044.00,85796112.00,113758263.00,125239983.00,149635857.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Indonesia,79273528.00,78023668.00,78189490.00,69047244.00,97448230.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Iran,469110.00,285898.00,651122.00,528227.00,1492762.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Iraq,5704883.00,4598630.00,4593147.00,4473972.00,7997785.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Ireland,152661136.00,201912931.00,220578519.00,198360227.00,230360562.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Israel,70047285.00,64286850.00,62135830.00,51940186.00,68313127.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Italy,44064821.00,63227297.00,80946126.00,90669213.00,95304041.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Jamaica,16390079.00,21626746.00,26168927.00,32633538.00,34430610.00,0.00
FAS Value,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",Japan,359764426.00,416675207.00,414692969.00,406550854.00,401318544.00,0.00
