General Imports|Annual Data,,,,,,,,,
Data Row Count,14176,,,,,,,,
Data Type,HTS Number,Description,Country,2020,2021,2022,2023,2024,2025
General Import Charges,34,"SOAP ETC.; LUBRICATING PRODUCTS; WAXES, POLISHING OR SCOURING PRODUCTS; CANDLES ETC., MODELING PASTES; DENTAL WAXES AND DENTAL PLASTER PREPARATIONS",Uzbekistan,0.00,0.00,0.00,4000.00,5000.00,0.00
General Import Charges,34,"SOAP ETC.; LUBRICATING PRODUCTS; WAXES, POLISHING OR SCOURING PRODUCTS; CANDLES ETC., MODELING PASTES; DENTAL WAXES AND DENTAL PLASTER PREPARATIONS",Vatican City,0.00,1100.00,0.00,0.00,0.00,0.00
General Import Charges,34,"SOAP ETC.; LUBRICATING PRODUCTS; WAXES, POLISHING OR SCOURING PRODUCTS; CANDLES ETC., MODELING PASTES; DENTAL WAXES AND DENTAL PLASTER PREPARATIONS",Venezuela,1500.00,2500.00,5000.00,0.00,3.00,0.00
General Import Charges,34,"SOAP ETC.; LUBRICATING PRODUCTS; WAXES, POLISHING OR SCOURING PRODUCTS; CANDLES ETC., MODELING PASTES; DENTAL WAXES AND DENTAL PLASTER PREPARATIONS",Vietnam,24217263.00,60241723.00,58029893.00,31309843.00,36150445.00,0.00
General Import Charges,34,"SOAP ETC.; LUBRICATING PRODUCTS; WAXES, POLISHING OR SCOURING PRODUCTS; CANDLES ETC., MODELING PASTES; DENTAL WAXES AND DENTAL PLASTER PREPARATIONS",West Bank,357.00,432.00,3594.00,8248.00,32817.00,0.00
General Import Charges,34,"SOAP ETC.; LUBRICATING PRODUCTS; WAXES, POLISHING OR SCOURING PRODUCTS; CANDLES ETC., MODELING PASTES; DENTAL WAXES AND DENTAL PLASTER PREPARATIONS",Zambia,1.00,1.00,0.00,1.00,0.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Argentina,1383568.00,2345458.00,2627378.00,728334.00,850069.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Australia,1328037.00,4151871.00,5321007.00,6877808.00,9566185.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Austria,794999.00,1084397.00,1327668.00,772654.00,611239.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Belarus,10.00,1.00,95.00,0.00,0.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Belgium,2353419.00,4056201.00,5156316.00,4990642.00,4537351.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Belize,0.00,0.00,127.00,0.00,650.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Brazil,4588855.00,7972841.00,18523659.00,9889842.00,5979402.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Bulgaria,1190630.00,1326463.00,1515887.00,412239.00,393227.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Cambodia,44520.00,22770.00,4304.00,4715.00,9436.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Canada,1405074.00,2287016.00,2091834.00,1805432.00,1565201.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Chile,88250.00,186780.00,224619.00,143377.00,259135.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,China,15873849.00,40559862.00,55004137.00,17437450.00,22321369.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Christmas Island,0.00,0.00,75.00,0.00,0.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Colombia,364444.00,419681.00,1112624.00,742546.00,753761.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Costa Rica,2122.00,4717.00,6684.00,2382.00,1563.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Croatia,0.00,0.00,0.00,3000.00,1075.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Czechia (Czech Republic),133825.00,124071.00,330081.00,1379499.00,700237.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Denmark,5902766.00,8218872.00,11396146.00,7446798.00,8377167.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Dominica,0.00,0.00,0.00,600.00,0.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Dominican Republic,17983.00,23711.00,20851.00,19199.00,16345.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Ecuador,39082.00,48959.00,235479.00,95093.00,57960.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Egypt,200709.00,281560.00,933254.00,271226.00,910814.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,El Salvador,0.00,629.00,8818.00,499.00,0.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Estonia,313.00,124.00,440.00,642.00,1568.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Eswatini (Swaziland),0.00,608.00,0.00,0.00,0.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Finland,1364612.00,4170934.00,2566354.00,1894548.00,1559861.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,France,5883983.00,6145506.00,11271849.00,8980076.00,9854112.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Georgia,438.00,0.00,1.00,186.00,301.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Germany,8602305.00,14080152.00,26382011.00,11466996.00,13710945.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Ghana,0.00,0.00,682.00,0.00,0.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Greece,5450.00,492.00,933.00,10156.00,4382.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Guadeloupe,0.00,0.00,1040.00,0.00,0.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Guatemala,1162.00,11491.00,19848.00,519.00,0.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Guinea,0.00,0.00,450.00,0.00,117.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Honduras,396.00,0.00,0.00,0.00,0.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Hong Kong,4083.00,16831.00,13162.00,12908.00,2529.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Hungary,39075.00,44013.00,33513.00,86240.00,43996.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Iceland,72900.00,76900.00,162444.00,318930.00,225566.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,India,965514.00,2493572.00,5333649.00,2488108.00,2832667.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Indonesia,199594.00,244270.00,273062.00,81090.00,86653.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Ireland,3303600.00,5603357.00,8669522.00,4927384.00,3621912.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Israel,128166.00,184722.00,196556.00,202897.00,176168.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Italy,1812689.00,3191770.00,3816628.00,2181735.00,2212907.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Japan,4388919.00,8883526.00,9882394.00,5241082.00,4986262.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Jordan,1.00,466.00,828.00,575.00,148.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Latvia,10300.00,4470.00,106043.00,73519.00,0.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Lebanon,900.00,0.00,0.00,0.00,0.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Liechtenstein,77.00,0.00,0.00,44.00,2412.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Lithuania,139730.00,240814.00,184673.00,1563732.00,282475.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Luxembourg,75.00,6526.00,0.00,0.00,0.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Malaysia,226335.00,449187.00,253105.00,159069.00,288413.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Malta,7753.00,8630.00,13419.00,7300.00,10684.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Marshall Islands,0.00,728.00,0.00,0.00,0.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Mauritania,0.00,0.00,0.00,1900.00,1350.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Mauritius,9320.00,12755.00,11784.00,5125.00,14363.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Mexico,551678.00,1168188.00,1460643.00,1118192.00,1165267.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Montenegro,0.00,100.00,0.00,0.00,0.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Nauru,0.00,0.00,0.00,0.00,1.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Netherlands,5991208.00,10246451.00,10144541.00,5124372.00,5540006.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,New Zealand,5284333.00,7211150.00,9829359.00,8312924.00,9229395.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Nicaragua,0.00,0.00,0.00,500.00,0.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Niger,1017.00,0.00,4248.00,0.00,0.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Nigeria,0.00,0.00,1097.00,0.00,3500.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Norway,72744.00,81811.00,279721.00,172538.00,222928.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Pakistan,135200.00,546017.00,1675665.00,144393.00,573901.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Paraguay,6244.00,53083.00,1051500.00,719236.00,366517.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Peru,0.00,500.00,632.00,0.00,0.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Philippines,3929.00,3754.00,5563.00,2974.00,2999.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Poland,754833.00,1180943.00,2922605.00,2357699.00,1473500.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Portugal,292331.00,299091.00,357279.00,111527.00,108833.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Qatar,15.00,41.00,0.00,0.00,0.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Republic of the Congo,0.00,0.00,0.00,0.00,324.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Romania,46867.00,58361.00,36327.00,52668.00,59846.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Russia,2397.00,32255.00,61827.00,27.00,52.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,San Marino,0.00,0.00,0.00,0.00,60.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Saudi Arabia,24513.00,0.00,0.00,78401.00,0.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Serbia,8390.00,1250.00,3045.00,1826.00,41.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Singapore,131165.00,193714.00,101878.00,287906.00,318807.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Slovakia,15723.00,446946.00,603049.00,244907.00,0.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Slovenia,25194.00,10500.00,39705.00,43192.00,3.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,South Africa,46541.00,113341.00,63257.00,55543.00,71539.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,South Korea,2738799.00,5035963.00,6290900.00,2207403.00,2648680.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Spain,429714.00,1130268.00,1254774.00,819911.00,624285.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Sri Lanka,4576.00,6556.00,3561.00,1568.00,40676.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Svalbard and Jan Mayen,0.00,0.00,0.00,0.00,0.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Sweden,314838.00,709766.00,936064.00,1313167.00,988591.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Switzerland,447325.00,934142.00,1074139.00,754374.00,444718.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,São Tomé and Príncipe,0.00,0.00,0.00,0.00,0.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Taiwan,880073.00,1837672.00,3277630.00,896615.00,1289754.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Thailand,4597886.00,6969884.00,15263960.00,8945003.00,12371692.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Trinidad and Tobago,0.00,3614.00,0.00,0.00,2000.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Tunisia,0.00,1720.00,3227.00,123.00,79.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Turkey,170441.00,629904.00,1822807.00,439658.00,663135.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Uganda,216000.00,240412.00,457512.00,264890.00,195000.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Ukraine,5537.00,49360.00,63615.00,74506.00,27960.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,United Arab Emirates,697.00,5662.00,5263.00,3259.00,10760.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,United Kingdom,2598907.00,4648710.00,5901814.00,3947875.00,4244024.00,0.00
General Import Charges,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES,Vietnam,352159.00,356957.00,690427.00,717727.00,589765.00,0.00
General Import Charges,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS,Argentina,91165.00,0.00,124117.00,272236.00,526496.00,0.00
General Import Charges,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS,Australia,140617.00,446831.00,36453.00,92499.00,63287.00,0.00
General Import Charges,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS,Austria,51943.00,56028.00,41030.00,63723.00,17429.00,0.00
General Import Charges,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS,Bahrain,0.00,0.00,0.00,0.00,6999.00,0.00
General Import Charges,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS,Belgium,125279.00,265060.00,184055.00,74650.00,73788.00,0.00
General Import Charges,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS,Bolivia,24000.00,88165.00,94000.00,130084.00,2460.00,0.00
General Import Charges,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS,Bosnia and Herzegovina,1.00,58692.00,354055.00,66436.00,140415.00,0.00
General Import Charges,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS,Brazil,362844.00,592326.00,989572.00,802895.00,970958.00,0.00
General Import Charges,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS,Bulgaria,0.00,1502.00,0.00,1436.00,0.00,0.00
General Import Charges,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS,Cambodia,0.00,5656.00,0.00,0.00,599390.00,0.00
General Import Charges,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS,Cameroon,4000.00,0.00,7527.00,0.00,0.00,0.00
General Import Charges,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS,Canada,2371873.00,813061.00,2380316.00,3527902.00,3135189.00,0.00
General Import Charges,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS,Chile,309903.00,329820.00,748852.00,678001.00,521856.00,0.00
General Import Charges,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS,China,68082101.00,189102058.00,216884729.00,91399000.00,117060812.00,0.00
General Import Charges,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS,Colombia,0.00,13045.00,0.00,0.00,0.00,0.00
General Import Charges,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS,Costa Rica,0.00,0.00,0.00,0.00,4544.00,0.00
General Import Charges,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS,Czechia (Czech Republic),293509.00,503175.00,510010.00,196803.00,147622.00,0.00
General Import Charges,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS,Denmark,15778.00,65104.00,13501.00,5001.00,9816.00,0.00
General Import Charges,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS,Dominican Republic,3850.00,0.00,6800.00,22100.00,0.00,0.00
General Import Charges,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS,Ecuador,0.00,0.00,3112.00,0.00,0.00,0.00
General Import Charges,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS,Finland,54542.00,129001.00,360810.00,313433.00,341334.00,0.00
General Import Charges,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS,France,339356.00,513055.00,497031.00,179845.00,359461.00,0.00
General Import Charges,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS,Germany,484426.00,2798573.00,1481597.00,782547.00,586861.00,0.00
General Import Charges,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS,Greece,0.00,0.00,0.00,162.00,0.00,0.00
General Import Charges,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS,Hong Kong,276344.00,586442.00,543735.00,124995.00,88059.00,0.00
General Import Charges,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS,Hungary,2876.00,16280.00,17957.00,12652.00,8774.00,0.00
General Import Charges,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS,India,158083.00,258331.00,262146.00,177450.00,222050.00,0.00
General Import Charges,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS,Indonesia,0.00,0.00,0.00,21300.00,32300.00,0.00
General Import Charges,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS,Ireland,91230.00,225712.00,203199.00,167302.00,119870.00,0.00
General Import Charges,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS,Israel,63451.00,164211.00,145108.00,256702.00,7576.00,0.00
General Import Charges,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS,Italy,8549.00,31103.00,132527.00,151889.00,108659.00,0.00
General Import Charges,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS,Japan,109144.00,137100.00,330513.00,98469.00,50957.00,0.00
General Import Charges,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS,Latvia,0.00,3000.00,4.00,0.00,0.00,0.00
General Import Charges,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS,Lithuania,550.00,29774.00,15650.00,14268.00,25000.00,0.00
General Import Charges,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS,Malaysia,0.00,0.00,0.00,10.00,3.00,0.00
General Import Charges,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS,Mexico,279359.00,224938.00,295916.00,324491.00,194040.00,0.00
General Import Charges,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS,Montenegro,3475.00,500.00,27451.00,32655.00,3923.00,0.00
General Import Charges,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS,Netherlands,226773.00,150447.00,66833.00,18780.00,9015.00,0.00
General Import Charges,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS,New Zealand,0.00,0.00,0.00,50.00,0.00,0.00
